id_book,title,authors,publisher,published_year,id_categories
6793,Network+ Exam Cram 2 Lab Manual,"David L. Prowse, Ed Tittel",Que Publishing,2006,13
6794,The GALILEO Syndrome,Daniel H. Gottlieb,Canopy Pub,2004,4
6795,One Red Sun: A Counting Book (Classic Board Books),Ezra Jack Keats,Viking Juvenile,1999,21
6796,Logic of Nothingness: A Study of Nishida Kitaro (Nanzan Library of Asian Religion and Culture),Robert J. J. Wargo,University of Hawaii Press,2005,1
6797,Knowledge and Reality: Selected Essays,"Colin McGinn, Department of Philosophy Colin McGinn",Oxford University Press,1999,11
6798,Cemetery Silk (Paisley Sterling Mysteries),E. Joan Sims,Wildside Press LLC,2012,4
6799,Scribner-Bantam English Dictionary,Edwin B. Williams,Bantam,1991,20
6800,Letitia Baldrige's New Manners for New Times: A Complete Guide to Etiquette,Letitia Baldrige,Simon and Schuster,1990,44
6801,"Practical DV Filmmaking, Second Edition",Russell Evans,CRC Press,2013,46
6802,From Seed to Sunflower (Lifecycles),Camilla de la Bedoyere,LifeCycles,2019,249
6803,Chatting with Mother Mary: Meditations on the Mysteries of the Rosary,Joanne Parnell Mongeon,Twenty-Third Publications,2004,1
6804,Marriage: Learning from Couples in Scripture (Fisherman Bible Studyguides),"R. Paul Stevens, Gail Stevens",Shaw Books,2011,1
6805,Providential Accidents: An Autobiography,Géza Vermès,Rowman & Littlefield,1998,40
6806,Lucena (Spanish Edition),Mois Benarroch,Babelcube Inc.,2019,28
6807,Avicenna (Ibn Sina): Muslim Physician And Philosopher of the Eleventh Century (Great Muslim Philosophers and Scientists of the Middle Ages),Aisha Khan,"The Rosen Publishing Group, Inc",2006,19
6808,The Geographic Mosaic of Coevolution (Interspecific Interactions),John N. Thompson,University of Chicago Press,2005,9
6809,"Abraham, The Dreamer: An Erotic and Sacred Love Story",Rolf Gompertz,iUniverse,2001,4
6810,Idlewild: The Black Eden of Michigan (MI) (Images of America),Ronald Jemal Stephens,Arcadia Publishing,2001,18
6811,Supporting Love : How Love Works in Couple Relationships,Johannes Neuhauser,Zeig Tucker & Theisen Publishers,2001,14
6812,"The Experience of No-Self: A Contemplative Journey, Revised Edition",Bernadette Roberts,SUNY Press,1993,1
6813,"Locked in the Family Cell: Gender, Sexuality, and Political",Kathryn A. Conrad,Univ of Wisconsin Press,2004,18
6814,"Calendrical Tabulations, 1900-2200","Edward M. Reingold, Nachum Dershowitz",Cambridge University Press,2002,13
6815,ITC - Who Knows What is Good?: A Commentary on the Books of Proverbs and Ecclesiastes (International Theological Commentary),Kathleen Anne Farmer,Wm. B. Eerdmans Publishing,1991,1
6816,House of Glass (Buru Quartet),Pramoedya Ananta Toer,Penguin,1997,4
6817,It Will Live Forever: Traditional Yosemite Indian Acorn Preparation,"Bev Ortiz, Julia F. Parker",Heyday,1991,15
6818,"Duluth, Minnesota (Images of America)","Sheldon T. Aubut, Maryanne C. Norton",Arcadia Publishing,2001,18
6819,Kinematic Self-Replicating Machines,"Robert A. Freitas, Ralph Charles Merkle",CRC Press,2004,9
6820,Winds of Evil (Book One of The Laodicea Chronicles),Sharon K. Gilbert,Whitaker Distribution,2005,4
6821,Freedom of Association,Amy Gutmann,Princeton University Press,1998,11
6822,"""You're the First One I've Told"": New Faces of HIV in the South","Kathryn Whetten, Trang Quyen Nguyen",Rutgers University Press,2002,44
6823,Duel of Hearts (Arabesque),Sonia Icilyn,Harlequin Kimani,2005,4
6824,Predictive Astrology: The Eagle and the Lark,Bernadette Brady,Weiser Books,1999,25
6825,Beginning SQL Server 2005 for Developers: From Novice to Professional (Expert's Voice),Robin Dewson,Apress,2006,13
6826,Crossed Bones,Carolyn Haines,Dell,2004,4
6827,Young Miles,"Lois McMaster Bujold, James Baen",Baen,2003,4
6828,Just Elections: Creating a Fair Electoral Process in the United States,Dennis F. Thompson,University of Chicago Press,2004,30
6829,The Microbial Models of Molecular Biology: From Genes to Genomes,Rowland H. Davis,Oxford University Press,2003,9
6830,A Complete Introduction to Modern NMR Spectroscopy,Roger S. Macomber,Wiley-Interscience,1998,9
6831,"The Salmon P. Chase Papers: Correspondence, 1823-1857","Salmon Portland Chase, John Niven",Kent State University Press,1993,18
6832,What the Fuck: The Avant-Porn Anthology,William T. Vollmann,Soft Skull,2001,4
6833,Bearing Witness: Violence and Collective Responsibility,"Sandra L Bloom, Michael Reichert",Routledge,2014,14
6834,Vengeance Is Mine...,Mickey Spillane,Penguin,1968,4
6835,Heterosexism: An Ethical Challenge,"Patricia Beattie Jung, Professor of Christian Ethics and Oubri a Poppele Professor of Health and Welfare Ministries Patricia Beattie Jung, Ph.D., Ralph F. Smith",SUNY Press,1993,31
6836,"The Marine Corps Search for a Mission, 1880-1898 (Modern War Studies)",Jack Shulimson,Modern War Studies (Hardcover),1993,18
6837,Choice and Consequence,Thomas C. Schelling,Harvard University Press,1984,5
6838,Art Nouveau Windows Stained Glass Coloring Book (Dover Design Stained Glass Coloring Book),Ed Sibbett,Courier Corporation,1977,19
6839,Network Troubleshooting Tools (O'Reilly System Administration),Joseph D Sloan,"""O'Reilly Media, Inc.""",2001,13
6840,The Machine Goddess (Machines Unbound Series),Charles Phipps,Fandom Press,2005,4
6841,"The Solotype Catalog of 4,147 Display Typefaces (Lettering, Calligraphy, Typography)",Dan X. Solo,Dover Publications,2011,10
6842,WORLD WAR II SITES IN THE UNITED STATES: A Tour Guide and Directory,Chuck Thompson,ASDavis Media Group,2002,18
6843,DSP-Based Testing of Analog and Mixed-Signal Circuits,Matthew Mahoney,John Wiley & Sons,1987,9
6844,Collected Prose,Paul Celan,Psychology Press,2003,28
6845,The Tides of Passion,Diana Tremain Braund,Bella Books Incorporated,2005,4
6846,The Daughters of Cain,Colin Dexter,Fawcett,2011,4
6847,Darkroom: A Family Exposure (Association of Writers and Writing Programs Award for Creative Nonfiction),Jill Christman,University of Georgia Press,2002,40
6848,Abandon Automobile: Detroit City Poetry 2001 (African American Life),"Sarah Addae, Saladin Ahmed, Ron Allen, Mitzi Alvin, Alise Alousi, Olivia V. Ambrogio, Jill Witherspoon Boyer, William Boyer, Donna Brook, James M. Burdine, Anthony Butts, Mary Ann Cameron, Edward Hirsch, Ann Holdreith, Daniel Hughes, Kim Hunter, Clark Iverson, Murray Jackson, Geoffrey Jacques, Stephen Jones, Aaron Ibin Pori Pitts, Lawrence Pike, Sonya Marie Pouncy, Dudley Randall, Rod Reinhart, Irene Rosemond, Steven Schreiner, Karen Williams",Wayne State University Press,2001,45
6849,America the Beautiful: A Song to Celebrate the Wonders of America (Patriotic Songs),Katharine Lee Bates,Capstone,2003,19
6850,Little Kisses (Julie Andrews Collection),Jolie Jones,Harper Collins,2005,21
6851,How to Read Your Astrological Chart: Aspects of the Cosmic Puzzle,Donna Cunningham,Weiser Books,1999,25
6852,Chaucer's Pilgrims: An Historical Guide to the Pilgrims in The Canterbury Tales,"Laura C. Lambdin, Robert T. Lambdin",Greenwood Publishing Group,1999,29
6853,A Reed Shaken by the Wind: Travels Among the Marsh Arabs of Iraq,Gavin Maxwell,Eland & Sickle Moon Books,2003,18
6854,Einstein And Culture,Gerhard Sonnert,German Studies,2005,40
6855,All about Angels,C. Leslie Miller,Jove Publications,1976,250
6856,Plumas para almorzar,"Lois Ehlert, Alma Flor Ada, F. Isabel Campoy",Houghton Mifflin Harcourt,1996,21
6857,"Hero in the Shadows (Drenai Tales, Book 9)",David Gemmell,Ballantine Books,2000,4
6858,The Innermost Kernel: Depth Psychology and Quantum Physics. Wolfgang Pauli's Dialogue with C.G. Jung,"Suzanne Gieser, Wolfgang Pauli",Springer Science & Business Media,2005,11
6859,Crocodile Tears and Lipstick Smears,Frances Ethel Oliphant Gabino,Savage Press,1999,40
6860,Human Resource Management: Gaining a Competitive Advantage with OLC card,"L. Fleming Fallon, Charles R. McConnell",Jones & Bartlett Learning,2007,5
6861,Midnight Redeemer,Nancy Gideon,ImaJinn Books,2000,4
6862,Kites Sail High (Ruth Heller World of Language),Ruth Heller,Penguin,1998,19
6863,Judaism and Christian Beginnings,Samuel Sandmel,"Oxford University Press, USA",1978,56
6864,Peripheral Visions,Mary C. Bateson,Harper Collins,2009,31
6865,"The Conscience of Lebanon: A Political Biography of Etienne Sakr (Abu-Arz) (Israeli History, Politics and Society)",Mordechai Nisan,Routledge,2004,18
6866,"The Sickness Unto Death: A Christian Psychological Exposition For Upbuilding And Awakening (Kierkegaard's Writings, Vol 19) (v. 19)",Søren Kierkegaard,Princeton University Press,2013,11
6867,Spanish for Beginners (Essentials Study Guides),Ricardo Gutiérrez Mouat,Research & Education Assoc.,1994,24
6868,The Race:,Nina Allan,"Titan Books (US, CA)",2016,4
6869,Optimal Data Analysis: A Guidebook with Software for Windows,"Paul R. Yarnold, Robert C. Soltysik",Amer Psychological Assn,2005,13
6870,The Psychology Of Everyday Things,Don Norman,Basic Books (AZ),2013,5
6871,"White Women Writing White: H.D., Elizabeth Bishop, Sylvia Plath, and Whiteness (Contributions in Women's Studies)",Marianne Egeland,Cambridge Scholars Publishing,2013,29
6872,Deal Breakers: When Does Mr. Right Become Mr. Not-On-Your-Life?,"Michele Avantario, Maia Dunkel",Harmony,2005,14
6873,Dear World,Bana Alabed,Simon and Schuster,2017,40
6874,Thrasher Skate and Destroy: The First 25 Years of Thrasher Magazine (High Speed Productions),Michael Burnett,Universe Pub,2006,17
6875,Cluster Analysis (Quantitative Applications in the Social Sciences),"Mark S. Aldenderfer, Roger K. Blashfield","SAGE Publications, Incorporated",1984,31
6876,Tasting Italy (Armchair Traveller),Alice Vollenweider,Haus Pub,2011,6
6877,Murder In Miniature: THE SHORT STORIES OF LEO BRUCE (Carolus Deene Series),"Leo Bruce, B. A. Pike","Academy Chicago Publishers, Limited",1992,4
6878,Why So High? Understanding Interest Rate Spreads in Latin America,Inter-American Development Bank,IDB,2000,5
6879,Grinding Technology,"Stephen Malkin, Changsheng Guo",Industrial Press Inc.,2008,36
6880,The Prince: Second Edition,Niccolò Machiavelli,University of Chicago Press,1998,11
6881,The Golf Magazine Golf Fitness Handbook,Gary Wiren,Lyons Press,1999,44
6882,Why Things Burn: Poems,Daphne Gottlieb,Soft Skull,2001,45
6883,Jekyll Island's Early Years: From Prehistory through Reconstruction (Wormsloe Foundation Publication),June Hall McCash,University of Georgia Press,2014,18
6884,"Citizen Hughes : The Power, the Money and the Madness",Michael Drosnin,Crown,2008,40
6885,Islam and the Malay-Indonesian World: Transmission and Responses,Peter G. Riddell,University of Hawaii Press,2001,18
6886,Vices Are Not Crimes: A Vindication,Lysander Spooner,ReadHowYouWant.com,2006,11
6887,Wielding a Red Sword (Book Four of Incarnations of Immortality),Piers Anthony,Incarnations of Immortality,1987,4
6888,"Heraldic Crests: A Pictorial Archive of 4,424 Designs for Artists and Craftspeople (Dover Pictorial Archive)",James Fairbairn,Courier Corporation,2013,72
6889,"The Blackwell Encyclopedia of Management and Encyclopedic Dictionaries, The Blackwell Encyclopedic Dictionary of Organizational Behavior",Nigel Nicholson,Wiley-Blackwell,1995,5
6890,Type Now: A Manifesto,Fred Smeijers,Hyphen Press,2003,72
6891,"Scepters (Corean Chronicles, Book 3)",L. E. Modesitt,Macmillan,2002,4
6892,The History of Winchester Firearms 1866-1992,Thomas Henshaw,Academic Learning Company LLC,1993,39
6893,Killer Game Programming in Java,Andrew Davison,"""O'Reilly Media, Inc.""",2005,13
6894,Flowers for Travis,Frona Lewis,iUniverse,2003,4
6895,Innocent Code: A Security Wake-Up Call for Web Programmers,Sverre H. Huseby,John Wiley & Sons,2004,13
6896,Epiphany: Stories,Elise Ballard,Harmony,2011,32
6897,How To Do Your Dissertation in Geography and Related Disciplines,"A. J. Parsons, Peter Knight",Psychology Press,2005,9
6898,World War II in Colonial Africa: The Death Knell of Colonialism,Richard E. Osborne,Riebel-Rogue Publishing Company,2001,18
6899,Venice: A Cultural and Literary Companion (Cities of the Imagination Series),Martin Garrett,Signal Books,2001,251
6900,Airborne (Tom Clancy's Military Reference),Tom Clancy,Penguin,1997,18
6901,"Purchasing in the 21st Century: A Guide to State-of-the-Art Techniques and Strategies, 2nd Edition",John E. Schorr,John Wiley & Sons,1998,5
6902,Exploring the Gospel of Luke (John Phillips Commentary Series) (The John Phillips Commentary Series),John Phillips,Kregel Academic,2005,1
6903,The Health of Nations: Society and Law beyond the State,"Philip Allott, Professor of International Public Law University of Cambridge Fellow Philip Allott",Cambridge University Press,2002,60
6904,"International Harvester Shop Manual Models Intl Cub 154 Lo-Boy, Intl Cub 184 Lo-Boy, Intl Cub 185 Lo-Boy, Farmall Cub, Intl Cub, Intl Cub Lby Ih-50",Penton Staff,"Haynes Manuals N. America, Incorporated",2000,12
6905,A Perfectly Good Dog,Grace Saalsaa,Lulu.com,2004,40
6906,What's Good About Anger?,"Lynette J Hoy Lcpc, Lynette J. Hoy, Ted Griffin",Counselcare Connection,2002,252
6907,History of the Idea of Progress,Robert A. Nisbet,Transaction Pub,1980,31
6908,The Presidency of George Washington (American Presidency Series),Forrest McDonald,Lawrence : University Press of Kansas,1974,40
6909,The Whiteness of Child Labor Reform in the New South,Shelley Sallee,University of Georgia Press,2004,18
6910,How to Turn Your Money Life Around: The Money Book for Women,Ruth L. Hayden,HCI,1999,5
6911,Milady's Standard Cosmetology: Theory Workbook- To be used with Milady's Standard Cosmetology,Milady,Milady Publishing Corporation,2015,44
6912,"Lie Groups and Algebras with Applications to Physics, Geometry, and Mechanics (Applied Mathematical Sciences)","D.H. Sattinger, O.L. Weaver",Springer Science & Business Media,2013,22
6913,Oresteia,"Aeschylus,",Bloomsbury Publishing,2015,58
6914,The Last of the Name,Rosanne Parry,Carolrhoda Books ®,2019,21
6915,Roman Poetry: From the Republic to the Silver Age,Dorothea Wender,SIU Press,1991,45
6916,"Troubleshooting HVAC-R Systems (Heating, Ventilation/Air Cond)",Jim Johnson,Delmar Pub,1995,36
6917,Revelation Hoofbeats,"Ron J. Bigalke, Jr.",Xulon Press,2003,1
6918,Whisk(E)Y,Fred Minnick,"Potomac Books, Inc.",2013,6
6919,Overcoming Doubt: The Victory Over the Darkness Series,Neil T. Anderson,Regal,2004,1
6920,Sweet Justice,Mara Rockliff,Random House Studio,2022,19
6921,What's Cooking Within? A Spiritual Cookbook,Jyl Auxter,Virtualbookworm Publishing,2004,6
6922,Georg Jensen: 20th Century Designs (Schiffer Book for Collectors),Janet Drucker,Schiffer Pub Limited,2002,39
6923,"The Creative Myth and The Cosmic Hero (The Reshaping of Psychoanalysis, Vol 3)",Ron Evans,Peter Lang Pub Incorporated,1992,8
6924,Straddling the Borders: The Year I Grew Up in Italy,Martha T. Cummings,Branden Books,1999,40
6925,Who's Afraid of Middle English: A Booke of Lystes,Dolores L. Cullen,Daniel & Daniel Pub,2002,3
6926,Reiki Hands That Heal,"Joyce J. Morris, William Morris",Weiser Books,1999,44
6927,"Motivating Humans: Goals, Emotions, and Personal Agency Beliefs",Martin E. Ford,SAGE,1992,5
6928,"The Emergence of the Church: Context, Growth, Leadership and Worship",Arthur G. Patzia,Apollos,2001,1
6929,"Alternative Risk Transfer: Integrated Risk Management through Insurance, Reinsurance, and the Capital Markets (The Wiley Finance Series)",Erik Banks,John Wiley & Sons,2004,5
6930,Porsche 944 -Ultimate Portfolio,"Andy Higgins, Jon Mitchell",Veloce Publishing Ltd,2014,20
6931,Web Matrix Developer's Guide,John Mueller,Apress,2002,13
6932,Thomas Wolfe and the Politics of Modernism,Shawn Holliday,Peter Lang Pub Incorporated,2001,29
6933,End-Time Events: Journey To The End Of The Age,Charles Capps,Harrison House,2003,1
6934,"Economics of Law: Property, Contracts and Obligations with Economic Applications",Antony W. Dnes,South-Western Pub,2005,5
6935,The Hundred Yard Lie: The Corruption of College Football and What We Can Do to Stop It,Rick Telander,University of Illinois Press,1989,17
6936,Eternally Yours,Brenda Jackson,HQN Books,2018,4
6937,Art of War,Sun Tzu,Diamond Pocket Books Pvt Ltd,2021,4
6938,Easy,Ruta Sepetys,Penguin,2013,47
6939,"CHINA: JOINT VENTURE PROJECT FEASIBILITY STUDY FOR PROPOSED $97,000,000 VEHICLE MANUFACTURING PROJECT, TOYOTA MOTOR CORP. [JAPAN] & TIANJIN AUTOMOTIVE ... Opportunities in Asia & the Pacific",Manuel E. Contreras C.,IDB,2004,5
6940,Henry and Mudge in the Green Time,"Cynthia Rylant, Suçie Stevenson",Simon and Schuster,1998,21
6941,Aphrodite and Me: Discovering Sensuality and Romance At Any Age,Monica S. Cyrino,Routledge,2012,18
6942,Workbook,Molly Burford,Adams Media,2019,32
6943,Words At Work: Business Writing In Half The Time With Twice The Power,Susan Benjamin,Basic Books,1997,5
6944,The Initiate's Book of Pathworkings: A Bridge of Dreams,Dolores Ashcroft-Nowicki,Weiser Books,1999,25
6945,Life Principles from the Kings of the Old Testament: Leaders Guide (Following God Character Series),"Wayne Barber, Eddie Rasnake, Richard L. Shepherd",Following God Character,1999,1
6946,Hollywood Costume Design by Travilla (A Schiffer Book for Collectors),Maureen E. Lynn Reilly,Schiffer Pub Limited,2003,72
6947,The Web That Has No Weaver : Understanding Chinese Medicine,Ted J. Kaptchuk,McGraw-Hill Education,2000,44
6948,The Spirit World,Khorshed Bhavnagri,Jaico Publishing House,2009,1
6949,Tom Brown's Science and Art of Tracking,Tom Brown,Berkley,1999,15
6950,Exploring Colossians and Philemon (John Phillips Commentary Series) (The John Phillips Commentary Series),John Phillips,Kregel Academic,2002,1
6951,"Posing a Threat: Flappers, Chorus Girls, and Other Brazen Performers of the American 1920s",Angela J. Latham,Wesleyan University Press,2000,31
6952,Handbook of Food-Drug Interactions (Nutrition Assessment),"Beverly McCabe-Sellers, Eric H. Frankel, Jonathan J. Wolfe",CRC Press,2003,26
6953,Graphic Ornaments (Agile Rabbit Editions),"Reinhard Klette, Ryszard Kozera, Lyle Noakes, Joachim Weickert",Springer Science & Business Media,2006,13
6954,Divine Foreknowledge: Four Views,"James K. Beilby, Paul R. Eddy",InterVarsity Press,2009,1
6955,"Language and Solitude: Wittgenstein, Malinowski and the Habsburg Dilemma","Ernest Gellner, Director of the Center for the Study of Nationalism Ernest Gellner",Cambridge University Press,1998,31
6956,Murder by Gaslight,Leonard Piper,Smithmark Publishers,1991,253
6957,Quest for Q: The Life You've Been Looking For,Truett Bobo,Selah Publishing Group,2005,1
6958,International Cooperation in Space: The Example of the European Space Agency (Frontiers of Space),"Roger-M. Bonnet, Vittorio Manno",Harvard University Press,1994,30
6959,"The Corsini Encyclopedia of Psychology and Behavioral Science, Volume 2, 3rd Edition","W. Edward Craighead, Charles B. Nemeroff",Wiley,2002,8
6960,Short Rage: An Autobiographical Look at Heightism in America,Deborah Burris-Kitchen,Daniel & Daniel Pub,2002,40
6961,Lakeview Legends,Gordon G. Johnson,iUniverse,2001,4
6962,Quantum Optics,"Christopher Gerry, Peter Knight, Peter L. Knight",Cambridge University Press,2005,9
6963,Praxial Music Education: Reflections and Dialogues,David J Elliot,Oxford University Press,2009,2
6964,Living a Prayerful Life,Andrew Murray,Bethany House,2002,1
6965,"Ethnomathematics: Challenging Eurocentrism in Mathematics Education (Suny Series, Reform in Mathematics Education)","Arthur B. Powell, Marilyn Frankenstein",SUNY Press,1997,22
6966,"Piecework: Writings on Men & Women, Fools and Heroes, Lost Cities, Vanished Calamities and How the Weather Was",Pete Hamill,Back Bay Books,2009,29
6967,Spring: American Soul,Thomas Singer,Routledge,2020,8
6968,All Things Considered (Salmon Poetry),Mary Coll,Salmon Poetry,2002,45
6969,From Calcutta with Love: The World War II Letters of Richard and Reva Beard,"Richard Beard, Reva Beard",Texas Tech University Press,2002,40
6970,"Freedom of Religion, Apostasy and Islam (Liturgy, Worship and Society Series)","Abdullah Saeed, Hassan Saeed",Routledge,2004,1
6971,The Boy Who Saved Baseball,John H. Ritter,Penguin,2005,21
6972,Dale Groom's Texas Gardener's Guide (Dale Groom's Texas Gardening Guide),Dale Groom,Cool Springs Press,2002,12
6973,The Definitive Guide to the .NET Compact Framework,"Dan Fergus, Larry Roof",Apress,2008,13
6974,About Half,Edward O. Wilson,W. W. Norton & Company,2016,9
6975,Thematic Origins of Scientific Thought: Kepler to Einstein,"Gerald Holton, Mallinckrodt Research Professor of Physics and Research Professor of History of Science Gerald Holton",Harvard University Press,1988,9
6976,Battle of the Atlantic,Jonathan Dimbleby,Oxford University Press,2016,254
6977,Me and Uncle Romie: A Story Inspired by the Life and Art of Romare Beardon,Claire Hartfield,Dial Books,2002,21
6978,Mermaids on the Golf Course: Stories,Patricia Highsmith,Hachette UK,2014,4
6979,This Is How I Speak: The Diary of a Young Woman,Sandi Sonnenfeld,Impassio Press,2002,40
6980,Hawaii's Best Local Desserts,Jean Watanabe Hee,Mutual Publishing Company,2001,6
6981,"Saturday School: How One Town Kept Out ""the Jewish,"" 1902-1932",Tom Keating,Phi Delta Kappa International Incorporated,1999,18
6982,"Sex, Drugs and DNA: Science's Taboos Confronted",Michael Stebbins,Palgrave Macmillan,2007,9
6983,Pictures of the Afterlife,Jude Nutter,Salmon Publishing,2002,45
6984,"Risk Management and Analysis, New Markets and Products (Wiley Series in Financial Engineering) (Volume 2)","Gianluca Fusai, Andrea Roncoroni, Mark Cummins",John Wiley & Sons,2015,5
6985,Connecticut's policy for responsible software management and control.: An article from: Government Finance Review,"American Bar Association. House of Delegates, Center for Professional Responsibility (American Bar Association)",American Bar Association,2007,60
6986,"Tasteful Entertaining: A Collection of Recipes for Family, Friends and Get-Togethers",Barry Keefe,"Lifevest Publishing, Inc.",2006,6
6987,"How to Hear from God Study Guide: Learn to Know His Voice and Make Right Decisions (Meyer, Joyce)",Joyce Meyer,FaithWords,2008,94
6988,Transgressing Discourses: Communication and the Voice of Other (S U N Y Series in Human Communication Processes),"Michael Huspek, Gary P. Radford",SUNY Press,1997,38
6989,The Deep Gods,Fred Sanders,Crossway,2017,1
6990,Transcending Loss,Ashley Davis Bush,Penguin,1997,32
6991,The Second World War Vol. 4 - Sand of Blood (The 2nd World War),Peter Caddick-Adams,Oxford University Press,2019,18
6992,The Renewable City: A comprehensive guide to an urban revolution,Peter Droege,Academy Press,2006,59
6993,Postcards from China,Sandra Slavin,Virtualbookworm Publishing,2003,14
6994,Doomstone: Power is the Elixir of Evil,August Hunt,Publishamerica Incorporated,2002,4
6995,"Dore's Illustrations for ""Paradise Lost"" (Dover Pictorial Archives)",Gustave Doré,Courier Corporation,1993,10
6996,Water & Earth: A Journal (1971-76),Steven Solomon,Harper Collins,2011,18
6997,Urdu: An Essential Grammar (Essential Grammars),Ruth Laila Schmidt,Psychology Press,1999,24
6998,How to Be Like Walt: Capturing the Disney Magic Every Day of Your Life,"Pat Williams, Jim Denney",Simon and Schuster,2010,32
6999,Women Composers: The Lost Tradition Found 2nd Edition (The Diane Peacock Jezic Series of Women in Music),"Diane Jezic, Elizabeth Wood",Feminist Press at CUNY,1994,2
7000,Hope and Vanquished Reality,Nguyen Xuan Phong,Xlibris Corporation,2001,40
7001,"Language, Thought and Consciousness: An Essay in Philosophical Psychology",Peter Carruthers,Cambridge University Press,1998,38
7002,Model Boat Building: The Menhaden Steamer,"Steve Rogers, Patricia Staby Rogers",Schiffer Pub Limited,2000,52
7003,Faith in a Long Shot (Thoroughbred #57),Joanna Campbell,HarperEntertainment,2003,21
7004,Literary Theory: A Practical Introduction,Michael Ryan,John Wiley & Sons,2017,38
7005,Extreme Programming Refactored: The Case Against XP,"Don Rosenberg, Matt Stephens",Apress,2008,13
7006,"I'll Go and Do More: Annie Dodge Wauneka, Navajo Leader and Activist (American Indian Lives)",Carolyn Niethammer,U of Nebraska Press,2004,40
7007,The Art of Being: Reflections on the Beauty and the Risk of Embracing Who We Are,Constance Rhodes,Shaw Books,2010,1
7008,I Have Diabetes Too!: Molly's Story,"Camille R. Dorian, Moshe Shifrine","Basic Health Publications, Inc.",2003,44
7009,"Perl 6 and Parrot Essentials, Second Edition","Allison Randal, Dan Sugalski, Leopold Totsch, Leopold Tötsch","""O'Reilly Media, Inc.""",2004,13
7010,"Win, Place and Show: An Introduction to the thrill of Thoroughbred racing",Betsy Berns,Daily Racing Form Press,2001,17
7011,Religion in America (2nd Edition),"Jon Butler, Grant Wacker, Randall Balmer",Oxford University Press,2011,1
7012,Building Architectural Models,Roark T. Congdon,Fairchild Books,2010,72
7013,Calling All Angels!: 57 Ways to Invite an Angel into Your Life,Joyce Keller,Birch Lane Press,1998,25
7014,"Priest, the Woman, and the Confessional",Charles Paschal Telesphore Chiniquy,Chick Publications,1979,1
7015,Get Well with the Hay Diet: Food Combining & Good Health,Jackie Habgood,Souvenir PressLtd,1999,44
7016,Genesis: The Story We Haven't Heard,Paul Borgman,InterVarsity Press,2001,1
7017,The Tools of Empire: Technology and European Imperialism in the Nineteenth Century,Daniel R. Headrick,"Oxford University Press, USA",1981,18
7018,A Pocket Mirror for Heroes,Baltasar Gracian,Currency,2011,29
7019,Performing with Microsoft Office 2003: Introductory Course (The Performing),"Iris Blanc, Cathy Vento",Course Technology Ptr,2004,13
7020,The Write-Brain Workbook: 366 Exercises to Liberate Your Writing,Bonnie Neubauer,Writer's Digest Books,2005,20
7021,Writing Workshop Grd K-3,"Teacher Created Materials Inc, Karen King",Teacher Created Resources,1998,3
7022,The Renewable City: A comprehensive guide to an urban revolution (English and Italian Edition),Philip Rastocny,Grasslands Publishing,2013,255
7023,Supplements: From the Earliest Essays to Being and Time and Beyond (Suny Series in Contemporary Continental Philosophy),Martin Heidegger,SUNY Press,2002,11
7024,Exposing the Accuser of the Brethren (Discernment),Francis Frangipane,Arrow Publications,1994,1
7025,Stranger Among Friends,David Mixner,Bantam,2009,40
7026,Busting the Mob: The United States v. Cosa Nostra,"James B. Jacobs, Christopher Panarella, Jay Worthington",NYU Press,1996,60
7027,Land Revised Edition (Overtures to Biblical Theology),Walter Brueggemann,Fortress Press,2002,1
7028,Back There,Charles Champlin,Syracuse University Press,1999,40
7029,Living Together: A Guide to Counseling Unmarried Couples,Jeff VanGoethem,Kregel Academic & Professional,2004,1
7030,Peripheral Migrants: Haitians Dominican Republic,Samuel Martínez,Univ. of Tennessee Press,1995,5
7031,Formal Syntax and Semantics of Java (Lecture Notes in Computer Science),Jim Alves-Foss,Springer Science & Business Media,1999,13
7032,Constructive Living (Kolowalu Books),David K. Reynolds,University of Hawaii Press,1984,8
7033,Herbie Jones,Suzy Kline,Penguin,2002,21
7034,Deeper Relaxation,Sister Chan Khong,Parallax Press,2012,32
7035,Wherever I Wander,"Judith Azrael, Judith Anne Greenberg",Impassio Press,2004,40
7036,The Lost Colony of the Confederacy (Williams-Ford Texas A&M; University Military History Series),Eugene C. Harter,Texas A&M University Press,2000,18
7037,Java 5.0 Tiger: A Developer's Notebook,"Brett McLaughlin, David Flanagan","""O'Reilly Media, Inc.""",2004,13
7038,Children Who Kill: Profiles of Pre-teen and Teenage Killers (2003),Lisa Downing,University of Chicago Press,2013,23
7039,Crossing Paths: Reading Hands for Love and Work,Cassandria Hanna,Xlibris Corporation,2016,25
7040,From the Library of C. S. Lewis: Selections from Writers Who Influenced His Spiritual Journey (Writers' Palette Book),"James Stuart Bell, Anthony P. Dawson",WaterBrook,2009,1
7041,"Side Glances, Volume 1: 1983-1992",R.M. Clarke,Brooklands Books Limited,2001,53
7042,Homo Mysticus: A Guide to Maimonides's Guide for the Perplexed,José Faur,Syracuse University Press,1999,11
7043,Collaborative Advantage : How Organizations Win by Working Together,E. Lank,Springer,2005,5
7044,Eavesdrop Soup,Matt Cook,Manic d Press,2005,45
7045,Walt Whitman: An Encyclopedia (Garland Reference Library of the Humanities),"J.R. LeMaster, Donald D. Kummings",Routledge,2013,29
7046,The Simple Guide to Iquanas,Tom Mazorlig,Tfh Publications Incorporated,2004,48
